degree,specialization,skills,certifications,cgpa,graduation_year,internship_experience,job_role
LLB,Constitutional Law,"Problem Solving, Communication",None,7.77,2026,1,Constitutional Lawyer
MBA,Marketing,"Content Creation, Social Media, SEO, Google Ads",HubSpot Content Marketing,7.43,2024,0,Digital Marketer
LLM,Intellectual Property Law,"Problem Solving, Communication",None,7.84,2027,1,IP Consultant
PhD,Mathematics,"Tableau, Excel, Statistics",None,8.13,2025,0,Data Analyst
MCA,Computer Applications,"SQL, .NET, C#",None,8.27,2026,1,Software Developer
BBA,Human Resources,"Payroll, HRIS, Conflict Resolution, Recruitment",PHR,8.17,2026,1,HR Manager
MA,Psychology,"Research, Behavioral Analysis, Psychotherapy",None,7.61,2024,0,Psychologist
B.Sc,Data Science,"SQL, Tableau, Communication, Power BI",Azure Data Scientist,7.26,2024,0,Data Analyst
B.Tech,Electrical Engineering,"PLC, Circuit Design, Power Systems, MATLAB, SCADA, Communication",None,7.32,2024,0,Electrical Engineer
B.Tech,Electronics Engineering,"Problem Solving, Communication",None,7.27,2025,1,Embedded Systems Engineer
LLB,Constitutional Law,"Problem Solving, Communication",None,8.86,2025,1,Constitutional Lawyer
MBBS,Surgery,"Problem Solving, Communication",None,8.21,2024,0,Medical Researcher
BBA,Human Resources,"HRIS, Payroll, Conflict Resolution, Communication",SHRM-CP,5.0,2027,1,HR Manager
B.Arch,Architecture,"Revit, AutoCAD, Communication, 3D Modeling",None,8.29,2026,1,Architect
B.Tech,Data Science,"Problem Solving, Communication",None,7.73,2024,1,Data Engineer
MBA,Operations,"Six Sigma, Logistics, Supply Chain",None,7.48,2024,0,Operations Manager
B.Arch,Architecture,"Revit, SketchUp, Building Codes",None,7.03,2027,0,Architect
BCA,Computer Applications,"WordPress, CSS, React, PHP",None,8.85,2026,0,Web Developer
M.Tech,Mechanical Engineering,"Ansys, AutoCAD, Manufacturing",None,8.64,2026,0,Mechanical Engineer
M.Arch,Sustainable Design,"Problem Solving, Communication",None,6.57,2026,0,Green Building Analyst
B.Sc,Physics,"Tableau, Statistics, Power BI",None,7.99,2025,1,Data Analyst
LLM,Intellectual Property Law,"Problem Solving, Communication",None,6.33,2024,0,IP Consultant
B.Tech,Mechanical Engineering,"SolidWorks, AutoCAD, Ansys, Thermodynamics, Manufacturing",AutoCAD Certified,5.84,2026,0,Mechanical Engineer
PhD,Physics,"Research, Lab Techniques, Data Analysis, Technical Writing",None,6.75,2025,1,Research Scientist
PhD,Physics,"Classroom Management, Subject Knowledge, Communication",None,8.53,2026,1,Teacher
BA,History,"Problem Solving, Communication",None,8.64,2023,1,Archivist
MBBS,Surgery,"Medical Ethics, Anatomy, Surgery, Patient Care",None,8.12,2026,1,Surgeon
BBA,Business Analytics,"Excel, Tableau, Visio, Business Intelligence, SQL",None,8.37,2023,1,Business Analyst
MBA,Human Resources,"Problem Solving, Communication",None,8.12,2026,1,Recruitment Specialist
B.Sc,Chemistry,"Organic Chemistry, Spectroscopy, Lab Safety, Chromatography, Communication",None,6.73,2025,1,Chemist
B.Com,Accounting,"Excel, Taxation, Tally",None,8.02,2026,0,Accountant
BCA,Computer Applications,"Java, .NET, Object Oriented Programming",None,8.46,2026,0,Software Developer
B.Com,Banking,"Problem Solving, Communication",None,8.41,2025,1,Banking Officer
B.Pharm,Pharmacy,"Patient Counseling, Dispensing, Pharmacology, Drug Safety",None,8.93,2025,1,Pharmacist
MA,Economics,"Problem Solving, Communication",None,8.35,2025,0,Policy Analyst
BBA,Business Analytics,"Excel, Tableau, Visio, Business Intelligence, SQL",CBAP,7.92,2025,0,Business Analyst
MBA,Marketing,"Problem Solving, Communication",Facebook Blueprint,8.78,2024,1,SEO Specialist
B.Sc,Biotechnology,"Problem Solving, Communication",None,7.47,2027,1,Research Associate
BBA,Human Resources,"Employee Relations, Payroll, Conflict Resolution",None,6.44,2027,1,HR Manager
MA,English,"Research, Blogging, Creative Writing, SEO",None,7.3,2025,1,Content Writer
BBA,Human Resources,"Employee Relations, HRIS, Conflict Resolution",SHRM-CP,6.61,2027,0,HR Manager
MBA,Business Analytics,"Business Intelligence, Tableau, Excel",CBAP,6.69,2025,1,Business Analyst
PhD,Physics,"Lab Techniques, Data Analysis, Technical Writing",None,7.33,2025,1,Research Scientist
BCA,Computer Applications,"Object Oriented Programming, C#, Java, SQL, Communication",None,6.55,2024,0,Software Developer
MA,Sociology,"Problem Solving, Communication",None,7.13,2027,0,Social Researcher
B.Pharm,Pharmaceutical Chemistry,"Problem Solving, Communication",None,5.23,2026,0,Pharmaceutical Chemist
BBA,Marketing,"Content Strategy, Google Analytics, Digital Marketing, CRM, SEO",HubSpot Content Marketing,7.76,2023,1,Marketing Manager
MBA,Business Analytics,"Excel, Tableau, Visio, Business Intelligence, SQL",None,7.5,2027,0,Business Analyst
B.Sc,Mathematics,"SAS, Statistical Modeling, R",None,6.52,2026,0,Statistician
MA,Sociology,"Problem Solving, Communication",None,8.29,2026,0,HR Specialist
B.Pharm,Pharmacy,"Patient Counseling, Drug Safety, Pharmacology",None,8.63,2026,1,Pharmacist
M.Tech,Mechanical Engineering,"SolidWorks, AutoCAD, Ansys, Thermodynamics, Manufacturing",Certified SolidWorks Professional,5.57,2023,1,Mechanical Engineer
M.Com,Finance,"Financial Modeling, Valuation, Accounting, SAP",Financial Modeling,6.58,2024,0,Financial Analyst
MBBS,General Medicine,"Health Promotion, Patient Care, Diagnosis, Communication, Medicine",None,6.58,2024,0,General Practitioner
LLM,International Law,"Problem Solving, Communication",None,6.37,2026,0,International Lawyer
B.Com,Accounting,"Auditing, QuickBooks, Excel, Tally",None,8.5,2026,1,Accountant
M.Com,Accounting,"Communication, Auditing, QuickBooks, Taxation",None,7.27,2025,0,Accountant
M.Tech,Data Science,"Big Data, Python, Machine Learning, Data Visualization, R",None,7.18,2025,0,Data Scientist
B.Pharm,Pharmacy,"Drug Safety, Patient Counseling, Pharmacology, Communication",None,5.1,2026,0,Pharmacist
B.Com,Finance,"QuickBooks, Excel, Taxation, Tally",Financial Modeling,8.26,2026,0,Accountant
M.Com,Finance,"Communication, Auditing, QuickBooks, Taxation",None,6.01,2023,0,Accountant
M.Tech,Computer Science,"C++, Java, SQL, Data Structures, Algorithms",Oracle Java,7.57,2023,0,Software Engineer
MBBS,Surgery,"Medical Ethics, Anatomy, Surgery, Patient Care",None,7.83,2024,0,Surgeon
MA,Psychology,"Research, Counseling, Psychotherapy, Behavioral Analysis",None,9.13,2024,1,Psychologist
B.Tech,Civil Engineering,"Staad Pro, Structural Analysis, AutoCAD, Surveying",None,5.93,2025,1,Civil Engineer
MBBS,General Medicine,"Health Promotion, Diagnosis, Patient Care, Medicine",None,5.0,2026,0,General Practitioner
MBA,Finance,"Financial Analysis, Excel, Portfolio Management, Equity Research, Communication",None,7.72,2023,0,Investment Analyst
B.Com,Banking,"Problem Solving, Communication",None,9.66,2025,1,Banking Officer
PhD,Biotechnology,"Problem Solving, Communication",None,8.99,2027,1,Research Associate
M.Tech,Data Science,"Big Data, Pandas, Python, Data Visualization, R",IBM Data Science,7.75,2026,0,Data Scientist
MA,English,"Research, Editing, Blogging, SEO",None,6.91,2026,1,Content Writer
MCA,Computer Applications,"Object Oriented Programming, .NET, C#, Java, Communication",None,8.47,2026,1,Software Developer
B.Tech,Mechanical Engineering,"SolidWorks, Ansys, Thermodynamics, Manufacturing",None,6.33,2023,0,Mechanical Engineer
B.Sc,Chemistry,"Problem Solving, Communication",None,8.07,2026,1,Lab Technician
BBA,Finance,"Excel, Financial Modeling, Valuation, SAP, Communication",Financial Modeling,8.11,2027,1,Financial Analyst
B.Tech,AI,"Pandas, Statistics, Python, Communication",DeepLearning.AI,8.77,2027,1,Machine Learning Engineer
MA,English,"Research, Creative Writing, SEO",None,9.9,2026,1,Content Writer
B.Sc,Chemistry,"Spectroscopy, Chromatography, Lab Safety, Organic Chemistry",None,7.97,2025,1,Chemist
PhD,Computer Science,"MongoDB, React, Communication, Node.js",Oracle Java,6.89,2025,0,Full Stack Developer
LLM,Corporate Law,"Drafting, Contract Law, Mergers, Compliance, Corporate Law",None,7.47,2026,1,Corporate Lawyer
M.Tech,Data Science,"Tableau, Statistics, Python, Power BI",None,5.38,2027,0,Data Analyst
B.Sc,Physics,"Research, Lab Techniques, Data Analysis, Technical Writing",None,6.67,2025,0,Research Scientist
MCA,Computer Applications,"SQL, Java, .NET, Object Oriented Programming",None,7.01,2025,0,Software Developer
BA,Psychology,"Research, Behavioral Analysis, Psychotherapy, Counseling",None,6.87,2026,1,Psychologist
LLB,Corporate Law,"Drafting, Contract Law, Mergers, Corporate Law",None,7.68,2026,0,Corporate Lawyer
MA,Economics,"Problem Solving, Communication",None,6.51,2025,1,Policy Analyst
B.Tech,Computer Science,"C++, Java, SQL, Data Structures, Algorithms",Cisco CCNA,8.85,2025,1,Software Engineer
M.Sc,Data Science,"Pandas, Data Visualization, R",IBM Data Science,7.5,2026,0,Data Scientist
BA,Psychology,"Research, Behavioral Analysis, Psychotherapy, Counseling",None,7.49,2027,1,Psychologist
M.Arch,Sustainable Design,"Problem Solving, Communication",None,7.11,2025,1,Sustainable Design Consultant
BBA,Marketing,"Google Ads, Content Creation, Email Marketing, Social Media, SEO",Facebook Blueprint,7.69,2025,0,Digital Marketer
BBA,Human Resources,"Problem Solving, Communication",SHRM-CP,8.49,2025,1,Recruitment Specialist
BA,English,"Editing, Blogging, SEO",None,6.46,2024,0,Content Writer
PhD,Biotechnology,"Problem Solving, Communication",None,6.71,2026,0,Research Associate
LLM,Corporate Law,"Drafting, Contract Law, Mergers, Compliance, Corporate Law",None,7.14,2026,1,Corporate Lawyer
MBBS,Surgery,"Communication, Patient Care, Anatomy, Surgery",None,5.88,2026,1,Surgeon
LLB,Constitutional Law,"Problem Solving, Communication",None,6.52,2025,1,Constitutional Lawyer
B.Pharm,Pharmacy,"Problem Solving, Communication",None,6.93,2025,1,Drug Safety Associate
M.Com,Finance,"Auditing, Excel, Taxation",None,8.55,2023,1,Accountant
BBA,Business Analytics,"Excel, Tableau, Visio, Business Intelligence, SQL, Communication",None,7.82,2027,0,Business Analyst
B.Sc,Mathematics,"SAS, SPSS, Probability, R",None,7.73,2026,1,Statistician
MA,English,"Classroom Management, Subject Knowledge, Curriculum Design, Communication",None,8.52,2024,0,Teacher
M.Com,Accounting,"Excel, Tally, Taxation, Auditing, QuickBooks",None,7.34,2025,0,Accountant
M.Tech,Data Science,"SQL, Excel, Statistics, Power BI",Google Data Analytics,7.97,2024,1,Data Analyst
B.Tech,Electronics Engineering,"Problem Solving, Communication",None,7.38,2026,0,Embedded Systems Engineer
BA,English,"Classroom Management, Subject Knowledge, Curriculum Design, Communication",None,7.82,2025,0,Teacher
PhD,Computer Science,"MongoDB, CSS, JavaScript",None,6.8,2026,0,Full Stack Developer
BCA,Computer Applications,"Object Oriented Programming, .NET, C#, Java, SQL, Communication",None,5.0,2026,0,Software Developer
B.Sc,Data Science,"SQL, Tableau, Statistics, Excel",None,7.34,2024,1,Data Analyst
B.Sc,Physics,"Research, Lab Techniques, Data Analysis, Technical Writing",None,9.21,2025,1,Research Scientist
B.Tech,Civil Engineering,"AutoCAD, Structural Analysis, Revit, Surveying, Staad Pro",None,8.61,2027,0,Civil Engineer
B.Com,Finance,"Excel, Accounting, Financial Modeling, Valuation, SAP, Communication",CPA,8.66,2027,1,Financial Analyst
LLM,International Law,"Problem Solving, Communication",None,8.98,2026,1,International Lawyer
M.Arch,Urban Planning,"Problem Solving, Communication",None,7.61,2025,0,Urban Planner
B.Pharm,Pharmaceutical Chemistry,"Problem Solving, Communication",None,7.74,2025,0,Pharmaceutical Chemist
PhD,Physics,"Classroom Management, Subject Knowledge, Curriculum Design, Communication",None,6.76,2025,0,Teacher
B.Sc,Data Science,"Data Visualization, Python, Big Data, R",None,7.12,2026,0,Data Scientist
LLB,Criminal Law,"Evidence, Criminal Law, Court Procedures, Litigation",None,8.24,2027,1,Criminal Lawyer
B.Arch,Interior Design,"AutoCAD, Space Planning, SketchUp",None,8.94,2026,0,Interior Designer
B.Sc,Biotechnology,"Problem Solving, Communication",None,7.33,2024,1,Lab Manager
MBA,Marketing,"Content Strategy, Google Analytics, Digital Marketing, CRM, SEO",None,6.96,2024,1,Marketing Manager
MBBS,Surgery,"Anatomy, Surgery, Patient Care",None,7.5,2027,1,Surgeon
M.Tech,Computer Science,"Rest APIs, Java, Python, Go, Communication",None,8.22,2025,1,Backend Developer
MBBS,General Medicine,"Health Promotion, Diagnosis, Patient Care, Medicine",None,5.77,2025,0,General Practitioner
BCA,Computer Applications,"Object Oriented Programming, C#, .NET, Java, SQL",None,5.0,2025,0,Software Developer
M.Arch,Urban Planning,"Problem Solving, Communication",None,6.84,2026,0,Urban Planner
M.Arch,Urban Planning,"Problem Solving, Communication",None,6.04,2025,0,Urban Planner
MBBS,General Medicine,"Health Promotion, Patient Care, Diagnosis, Communication, Medicine",None,6.89,2026,0,General Practitioner
BCA,Computer Applications,"Problem Solving, Communication",None,7.32,2026,1,System Admin
B.Com,Accounting,"Auditing, QuickBooks, Excel",None,6.96,2025,1,Accountant
BA,Economics,"Problem Solving, Communication",None,9.24,2026,1,Economic Researcher
M.Arch,Urban Planning,"Problem Solving, Communication",None,7.89,2024,0,City Planner
M.Sc,Biotechnology,"Problem Solving, Communication",None,7.86,2024,1,Research Associate
B.Arch,Interior Design,"Problem Solving, Communication",None,8.25,2025,0,Space Planner
PhD,Computer Science,"C++, Java, SQL, Data Structures, Algorithms",None,6.13,2026,0,Software Engineer
B.Pharm,Pharmaceutical Chemistry,"Problem Solving, Communication",None,8.75,2025,1,Pharmaceutical Chemist
B.Arch,Architecture,"SketchUp, AutoCAD, Revit, 3D Modeling, Building Codes",None,7.41,2023,0,Architect
LLB,Criminal Law,"Problem Solving, Communication",None,8.3,2026,0,Public Defender
B.Pharm,Pharmaceutical Chemistry,"Problem Solving, Communication",None,6.21,2025,1,Pharmaceutical Chemist
MBBS,Pediatrics,"Problem Solving, Communication",None,5.64,2025,1,Pediatrician
M.Tech,Computer Science,"C++, Java, SQL, Data Structures, Algorithms",Google Cloud,8.48,2025,0,Software Engineer
B.Tech,Civil Engineering,"Staad Pro, Surveying, Revit",AutoCAD Certified,7.95,2027,0,Civil Engineer
B.Tech,Civil Engineering,"Problem Solving, Communication",PMP,6.42,2026,0,Structural Engineer
MCA,Computer Applications,"WordPress, HTML, React",None,6.46,2026,0,Web Developer
M.Tech,AI,"Neural Networks, Deep Learning, TensorFlow, Python, PyTorch",None,8.85,2024,1,AI Engineer
M.Arch,Sustainable Design,"Problem Solving, Communication",None,6.07,2025,1,Sustainable Design Consultant
M.Arch,Sustainable Design,"Problem Solving, Communication",None,9.47,2023,1,Green Building Analyst
BBA,Business Analytics,"Excel, Tableau, Python, SQL, Power BI",None,6.42,2026,1,Data Analyst
M.Tech,Computer Science,"SQL, Data Structures, Algorithms",None,8.27,2024,1,Software Engineer
MBA,Marketing,"Google Analytics, Content Strategy, CRM, SEO",HubSpot Content Marketing,7.11,2027,0,Marketing Manager
MCA,Computer Applications,"Problem Solving, Communication",None,8.22,2025,1,System Admin
MA,Economics,"Problem Solving, Communication",None,6.85,2026,1,Economic Researcher
B.Com,Banking,"Problem Solving, Communication",None,7.3,2026,1,Banking Officer
BBA,Human Resources,"Problem Solving, Communication",SHRM-CP,7.55,2026,1,Recruitment Specialist
B.Arch,Architecture,"Problem Solving, Communication",None,6.3,2026,0,Project Manager
B.Sc,Chemistry,"Organic Chemistry, Chromatography, Lab Safety",None,8.39,2026,1,Chemist
BA,Sociology,"Problem Solving, Communication",None,6.88,2027,1,Social Researcher
MBBS,Surgery,"Anatomy, Patient Care, Medical Ethics, Surgery, Communication",None,7.23,2024,1,Surgeon
MA,English,"Problem Solving, Communication",None,6.31,2025,1,Editor
BCA,Computer Applications,"Object Oriented Programming, .NET, C#, Java, SQL",None,5.0,2026,1,Software Developer
MCA,Computer Applications,"SQL, Java, C#",None,7.27,2024,1,Software Developer
M.Tech,Computer Science,"Rest APIs, Go, Django",None,9.9,2024,0,Backend Developer
B.Sc,Statistics,"Probability, Statistical Modeling, SAS, SPSS, R",None,8.44,2027,0,Statistician
B.Pharm,Pharmaceutical Chemistry,"Problem Solving, Communication",None,7.48,2024,0,Pharmaceutical Chemist
LLB,Criminal Law,"Criminal Law, Court Procedures, Litigation",None,7.18,2024,0,Criminal Lawyer
M.Tech,Data Science,"SQL, Tableau, Python",IBM Data Science,7.53,2026,1,Data Analyst
LLM,Corporate Law,"Contract Law, Mergers, Compliance, Communication, Corporate Law",None,8.16,2026,1,Corporate Lawyer
B.Com,Finance,"QuickBooks, Excel, Tally",FRM,6.08,2023,1,Accountant
MA,Psychology,"Research, Behavioral Analysis, Psychotherapy, Counseling",None,8.84,2026,1,Psychologist
BCA,Computer Applications,"React, CSS, JavaScript, HTML, PHP",None,8.36,2025,0,Web Developer
MBA,Finance,"Financial Modeling, Excel, Accounting",None,8.36,2026,1,Financial Analyst
BCA,Computer Applications,"React, CSS, JavaScript, WordPress, Communication",None,8.03,2025,1,Web Developer
B.Com,Finance,"Excel, Portfolio Management, Equity Research",None,7.52,2026,1,Investment Analyst
B.Arch,Interior Design,"Space Planning, Color Theory, AutoCAD, Communication",None,8.31,2025,1,Interior Designer
LLM,International Law,"Problem Solving, Communication",None,8.21,2023,1,Diplomat
BBA,Human Resources,"Recruitment, Conflict Resolution, HRIS, Payroll, Communication",PHR,7.08,2025,1,HR Manager
MBBS,Surgery,"Problem Solving, Communication",None,6.81,2027,1,Medical Researcher
LLB,Criminal Law,"Criminal Law, Court Procedures, Litigation",None,7.62,2025,1,Criminal Lawyer
MA,Psychology,"Research, Counseling, Psychotherapy",None,9.36,2026,1,Psychologist
LLB,Constitutional Law,"Problem Solving, Communication",None,6.01,2026,1,Constitutional Lawyer
M.Tech,AI,"Deep Learning, Neural Networks, TensorFlow",None,5.74,2025,0,AI Engineer
M.Com,Finance,"Excel, Accounting, Financial Modeling, Valuation, SAP",CFA,7.7,2025,1,Financial Analyst
B.Pharm,Pharmacy,"Pharmacology, Patient Counseling, Drug Safety, Dispensing, Communication",None,7.56,2024,1,Pharmacist
